MH_05,LM_30,LM_40,BH_35A,BH_35B,BH_35E,BH_40A,BH_40B,BH_40C,BH_40D,BH_40E,BH_40F,BH_40G,BH_40H,AGEGRP,SEX,PCHILD,MARSTATC,DWELCODC,PEDUC_LC,PTELEWSC,PEMPSTC,PFSCDV,PERS_WGT
2,5,2,1,4,4,3,3,1,1,3,1,1,1,1,2,0,4,1,1,1,1,1,12244.9038
2,6,2,3,4,4,1,3,3,3,1,1,3,3,6,1,0,1,1,3,9,4,0,1361.4945
2,6,4,1,1,4,3,3,3,3,1,1,3,3,6,2,0,1,1,5,9,4,0,1927.2318
2,5,4,1,4,4,3,3,3,1,1,1,1,3,3,2,1,1,1,2,3,1,0,2377.425
3,5,3,3,4,4,1,3,1,2,1,2,3,3,4,1,0,1,1,6,3,1,0,3974.5046
1,6,3,4,4,4,3,3,3,3,3,1,3,3,6,1,0,1,4,3,9,4,0,2564.1905
3,5,1,3,4,3,3,3,3,1,3,1,3,3,6,1,0,4,2,6,3,1,1,4499.1568
3,6,4,1,1,4,3,3,3,3,1,1,3,3,6,2,0,1,1,4,9,4,0,6499.0534
2,5,3,3,4,4,2,3,3,3,1,3,3,3,5,2,0,3,4,1,3,1,0,11871.7015
3,4,3,1,4,4,1,3,3,1,1,3,3,3,6,2,0,3,2,1,4,3,0,860.9462
2,6,4,1,4,4,3,3,3,1,1,1,3,3,5,1,0,1,1,4,9,4,0,4073.251
5,6,3,3,4,4,3,3,3,1,3,1,3,3,4,1,0,4,2,2,9,4,0,3602.0814
4,1,1,4,4,4,3,3,3,1,1,1,1,3,4,1,1,2,1,2,4,3,1,11988.1923
2,5,4,1,4,4,3,3,3,1,1,1,3,3,1,2,1,4,1,2,3,1,0,7778.9586
1,2,3,3,4,3,2,3,3,2,1,1,3,3,4,1,0,1,1,2,3,1,0,7679.252
4,4,4,1,4,3,3,3,3,1,1,1,3,3,6,1,0,1,4,2,3,1,1,20964.864
3,2,2,1,1,3,3,3,1,1,1,1,1,3,2,1,0,4,3,6,9,1,1,24880.8005
2,6,4,3,9,9,3,3,3,3,3,3,3,3,6,2,0,1,1,3,9,4,0,19233.4037
1,4,5,1,4,4,3,3,3,3,3,1,3,3,4,2,0,3,4,5,4,3,0,10451.9738
4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1,0,4,1,6,3,1,2,20771.2934
3,4,3,4,4,4,3,3,3,3,3,3,3,3,5,2,0,1,1,7,3,1,0,4418.9769
2,4,3,1,4,4,3,3,3,3,3,1,3,3,4,2,0,1,1,7,1,1,0,1450.6828
2,4,1,1,3,3,1,3,3,1,3,3,3,1,3,1,1,1,1,5,2,1,0,3952.9948
2,6,5,3,3,4,3,9,9,9,1,1,9,9,6,1,0,1,1,5,9,4,0,5075.6759
3,6,4,1,4,4,1,3,3,1,3,3,1,3,5,1,0,4,1,7,9,4,0,1232.7818
3,5,4,1,4,2,3,3,3,2,3,1,3,1,3,1,1,4,1,4,3,1,0,1445.3067
5,5,5,1,1,1,1,3,3,1,1,1,3,3,2,2,1,1,1,4,4,2,0,5957.8806
4,5,5,4,4,4,3,3,3,3,3,3,3,3,5,1,0,4,2,4,3,1,0,1071.6801
3,5,3,1,4,2,3,3,3,1,1,1,1,3,2,2,0,4,4,2,1,1,0,49260.7871
1,6,4,3,3,4,3,3,3,3,3,3,3,3,7,2,0,1,1,4,9,4,0,5680.8671
3,6,3,1,4,3,1,3,3,1,1,1,3,1,3,2,1,1,1,4,9,4,0,1713.9256
2,4,4,1,4,4,3,3,3,3,3,3,3,1,2,1,0,4,1,7,2,1,0,1408.7821
3,6,4,3,4,4,3,3,3,1,1,1,3,1,6,2,0,3,1,4,9,4,0,1155.9174
1,5,4,3,4,4,3,3,3,3,3,3,3,3,4,1,1,1,1,2,3,1,0,8496.6265
1,5,4,1,4,4,3,3,3,3,3,3,1,1,3,1,0,1,1,6,2,1,0,3402.9973
4,1,4,1,4,4,3,3,3,3,1,1,3,1,5,1,0,1,1,7,1,1,0,4528.4465
4,4,3,1,4,4,3,3,3,1,1,1,3,1,4,2,0,1,1,6,1,1,0,2694.7487
3,6,4,1,1,4,3,3,3,3,3,1,1,3,6,2,0,3,1,7,9,4,0,4144.6366
3,6,4,1,4,4,9,9,9,9,1,1,9,9,6,1,0,1,1,4,9,4,9,3403.4446
3,4,4,3,4,4,3,3,3,1,3,3,3,3,4,2,1,4,4,4,3,1,0,4219.849
3,6,3,1,4,4,3,1,3,1,1,1,3,3,6,1,0,3,1,2,9,4,0,3728.6755
2,6,4,3,3,4,1,3,3,3,1,1,3,3,6,2,0,1,1,6,9,4,0,3861.9598
1,2,4,1,1,4,1,3,3,1,2,1,3,3,3,2,0,4,2,7,1,1,0,4794.854
3,6,2,3,9,3,3,9,9,9,1,1,1,9,5,1,0,1,1,3,9,4,3,9502.7444
3,9,4,3,4,3,3,9,9,2,1,1,1,3,6,1,0,1,1,1,9,1,0,5210.602
2,5,4,1,4,3,3,3,3,3,3,3,3,3,1,1,0,4,1,1,1,1,0,3733.4817
2,6,3,3,4,3,2,3,3,2,1,1,9,2,3,1,0,1,2,6,9,4,0,2726.5758
3,5,4,1,4,4,3,3,3,3,1,1,3,1,2,2,1,2,2,7,4,2,0,10500.005
2,5,4,1,4,4,3,3,3,1,1,1,1,1,4,1,1,1,1,2,3,1,0,6353.4552
1,4,3,3,4,4,3,3,3,3,1,1,3,3,5,2,0,1,1,4,3,1,0,7068.2222
2,5,4,1,4,4,3,1,9,9,3,1,9,9,5,1,0,4,3,7,2,1,0,2716.4656
2,6,2,3,1,4,3,3,3,3,1,1,3,3,4,2,0,4,2,1,9,4,1,14087.6995
3,6,4,1,4,4,3,3,3,3,1,1,1,3,7,2,0,1,1,6,9,4,0,1511.8922
1,5,4,3,4,4,3,3,3,3,3,3,3,1,6,1,0,1,1,7,2,1,0,1179.9177
1,6,4,3,3,2,3,3,3,3,1,1,3,3,7,2,0,1,1,7,9,4,0,4810.3567
3,6,2,3,4,4,3,3,3,3,1,1,3,3,6,1,0,3,2,3,9,4,0,1944.5177
2,6,2,3,4,3,3,3,3,3,3,1,3,3,7,1,0,1,1,3,9,4,0,1088.5076
3,6,5,3,3,3,3,3,3,3,1,3,3,3,5,2,0,2,4,2,9,4,0,3405.5387
2,6,4,1,1,3,3,3,3,3,1,1,3,1,6,2,0,4,4,6,9,4,0,3695.7173
3,6,3,1,4,4,3,3,3,3,1,1,1,3,6,2,0,1,1,6,9,4,0,14877.2047
1,6,4,2,4,4,3,3,3,3,3,3,3,3,6,1,0,1,1,2,9,4,0,5171.208
1,6,3,3,3,4,3,3,3,3,3,3,3,3,6,1,0,1,1,4,9,4,0,1404.4752
2,6,4,3,4,2,3,3,3,3,3,3,3,3,6,1,0,3,4,1,9,4,0,5266.2662
3,6,4,3,4,2,3,3,3,3,3,3,3,3,7,1,0,3,4,3,9,4,9,1200.83
1,9,5,4,4,4,3,3,3,3,3,3,3,3,6,1,0,1,1,7,9,9,0,1181.5638
2,5,4,3,4,4,3,3,3,3,1,1,3,3,4,1,0,1,1,4,1,1,0,3094.8554
3,6,2,1,1,3,3,3,3,3,3,3,3,3,5,1,0,1,1,3,9,4,1,1381.1535
3,6,3,3,4,4,3,3,3,3,3,1,3,1,3,2,1,2,1,2,9,4,0,19949.3063
2,2,2,4,4,4,1,3,3,1,3,3,3,3,5,1,0,1,1,4,4,3,0,2992.7766
2,6,3,3,4,4,3,3,3,3,1,3,3,3,5,1,1,1,1,2,9,4,0,4788.62
1,6,5,1,9,9,3,3,3,3,1,1,3,1,5,1,0,1,1,5,9,4,0,2534.3448
3,5,4,3,4,4,3,3,3,1,1,1,3,1,3,2,1,1,1,6,3,1,0,2501.5673
1,4,2,1,9,9,3,9,9,1,1,3,9,1,2,2,1,3,1,4,1,1,1,16183.4437
2,6,3,1,4,4,3,3,3,3,3,1,3,3,6,2,0,1,2,2,9,4,0,11458.0583
2,4,2,3,4,3,3,3,3,3,1,1,3,3,5,1,0,1,1,2,3,1,9,3153.8225
3,5,3,3,3,3,2,9,9,2,1,1,9,9,4,2,0,2,1,3,4,2,0,19743.2223
3,6,4,4,4,4,3,3,3,1,3,3,3,3,6,1,0,3,1,4,9,4,0,2856.2268
2,3,1,3,3,3,3,3,3,3,3,1,3,1,2,1,1,1,1,4,1,1,0,3128.646
2,5,3,1,3,2,2,3,3,3,1,1,3,3,3,1,0,4,4,5,3,1,0,342.4045
2,6,5,1,4,3,3,3,3,3,1,3,3,3,7,1,0,1,1,6,9,4,0,2524.942
3,2,2,1,4,3,3,3,3,1,1,1,1,1,1,2,0,4,3,4,4,3,0,622.9619
2,6,2,1,4,3,3,3,3,3,1,1,3,3,4,2,1,1,1,4,9,4,0,10069.2096
2,3,5,1,4,2,2,3,3,2,3,3,3,3,4,1,0,1,4,7,2,1,0,4448.1554
2,5,4,1,1,4,3,3,3,3,3,1,3,3,6,1,0,1,1,7,1,1,0,1399.697
3,5,4,4,4,4,3,3,3,3,3,3,3,3,2,2,0,2,1,4,3,1,0,2834.7372
1,6,4,9,9,9,3,3,3,3,1,3,3,3,7,1,0,3,1,5,9,4,0,4499.1568
3,6,5,1,4,3,3,3,3,3,3,3,3,1,5,1,0,1,1,4,9,4,0,2262.7158
4,6,1,1,4,4,3,1,1,3,1,1,3,3,5,2,0,4,3,4,9,4,0,1047.2214
4,6,4,3,4,4,2,3,2,3,3,1,3,3,7,1,0,4,1,6,9,4,2,306.184
4,6,2,1,4,4,3,3,3,1,1,1,1,1,1,2,1,4,1,1,9,4,2,6649.6144
1,5,4,4,4,2,3,3,3,3,3,3,3,3,5,1,0,1,4,2,2,1,0,12541.2083
1,4,2,1,4,4,1,3,3,3,3,1,3,1,4,1,1,1,1,6,1,1,0,6664.1913
4,6,5,3,3,2,3,3,3,2,1,1,1,1,3,2,1,3,2,6,9,4,2,6275.6125
2,6,4,3,4,4,3,3,3,3,3,3,3,3,6,1,0,1,1,2,9,4,0,1747.7876
3,2,5,1,3,2,2,3,3,1,1,1,3,3,5,2,0,3,3,6,1,1,0,6347.5331
2,6,3,1,4,4,3,3,3,3,3,3,3,3,6,1,0,1,3,4,9,4,0,11589.5521
4,4,5,3,4,4,3,3,3,1,1,3,3,3,3,1,1,1,4,4,3,1,0,11785.2817
1,5,4,1,4,3,2,3,3,3,1,1,3,3,2,2,1,2,1,4,4,3,0,2861.4452
2,5,3,1,4,4,3,3,3,1,1,1,3,3,5,2,0,4,1,6,1,1,0,853.6116
4,3,1,3,4,3,2,3,3,2,3,3,3,1,3,1,1,1,1,4,1,1,2,3017.1333
2,5,4,1,1,4,1,3,3,1,3,1,1,1,3,1,0,2,4,7,1,1,0,691.0382
3,5,4,1,4,4,3,3,3,2,3,3,3,3,2,1,0,4,4,3,3,1,0,27801.306
3,4,3,3,4,3,3,3,3,3,1,1,3,1,4,1,1,3,1,2,1,1,0,1071.3892
1,6,4,1,4,4,3,3,3,3,1,1,3,3,4,2,0,1,1,1,9,4,0,10689.848
3,2,2,1,1,2,3,3,3,2,1,3,3,3,3,2,1,1,4,7,3,1,1,5405.1402
2,4,4,1,4,3,3,3,3,2,3,1,3,2,3,1,0,4,1,6,1,1,0,1868.6675
2,6,5,1,4,4,3,3,3,2,3,1,3,3,6,2,0,3,3,2,9,4,0,2882.9205
1,6,4,1,9,9,2,9,9,3,3,3,3,9,7,1,0,1,1,6,9,4,0,7812.3402
3,6,1,4,4,2,2,3,3,1,1,1,3,3,4,1,0,4,1,6,9,4,2,521.4639
1,6,4,3,4,4,2,3,3,3,3,3,3,3,6,1,0,1,1,7,9,4,0,6720.3096
1,6,2,1,1,4,3,3,3,3,1,1,3,3,7,2,0,3,2,1,9,4,2,2793.2023
4,1,1,3,1,1,1,3,3,1,3,1,3,1,2,2,1,1,1,4,4,3,2,9776.9538
2,6,4,1,4,2,3,3,3,1,1,1,3,3,6,2,0,1,1,7,9,4,0,11330.707
3,4,4,1,4,3,2,3,3,3,1,1,3,3,4,2,0,3,4,4,3,1,0,888.987
3,2,3,3,3,4,2,3,3,1,1,1,3,3,5,2,0,3,1,2,3,1,0,1747.5534
2,6,3,1,4,4,3,3,3,3,1,1,3,3,5,1,1,1,1,4,9,4,0,10505.0436
2,6,4,1,1,4,3,3,3,1,3,1,3,3,6,2,0,1,1,2,9,4,0,8931.6306
3,3,2,3,4,4,1,3,3,1,1,1,1,3,1,1,1,4,4,1,4,2,3,28367.7394
1,4,5,1,4,4,3,3,3,3,1,3,3,1,5,1,1,1,1,6,1,1,0,5605.2115
1,6,1,3,4,4,3,3,3,3,1,1,3,3,7,2,0,1,4,4,9,4,0,6632.5613
2,5,4,1,4,3,3,3,3,3,3,3,3,3,3,1,1,2,1,2,3,1,0,27599.9982
1,5,4,1,4,2,3,3,3,3,3,3,3,3,6,2,0,3,4,6,1,1,0,6899.8246
2,6,4,1,9,9,9,9,9,9,9,1,9,9,7,1,0,1,1,6,9,4,0,4278.0623
4,4,1,1,4,3,2,3,3,1,1,1,1,9,5,1,0,1,3,2,3,1,1,14872.1827
3,5,2,1,4,4,3,3,3,1,1,1,3,3,3,2,1,2,1,3,4,2,0,4325.0648
4,3,4,1,4,4,1,3,3,1,1,1,3,1,2,2,1,1,3,6,2,1,0,17872.8066
4,6,3,1,4,4,1,3,3,3,1,1,3,3,5,1,0,4,2,7,9,4,0,6484.5549
3,6,3,1,4,3,3,3,3,1,1,3,3,3,6,2,0,1,3,2,9,4,2,5955.9806
1,6,5,1,9,9,3,3,3,3,1,1,3,3,7,1,0,1,3,3,9,4,9,930.3548
1,5,4,1,3,4,3,3,3,3,3,3,3,3,5,2,0,1,1,6,1,1,0,6823.3164
2,6,2,1,1,4,9,9,9,9,9,9,9,9,6,2,0,1,1,6,9,9,1,4364.5692
4,6,4,1,4,3,3,3,3,2,1,1,1,2,5,2,1,1,4,5,9,4,0,6563.4553
5,1,1,3,4,4,1,1,1,3,3,1,3,3,3,1,1,1,1,7,2,1,3,10603.8211
2,6,3,1,4,4,3,3,3,3,3,1,3,3,5,2,0,1,1,4,9,4,0,1489.3172
3,4,4,1,4,2,3,3,3,3,1,1,3,1,5,1,0,1,1,6,2,1,0,1466.1478
1,6,4,1,9,4,3,3,3,3,1,3,3,3,5,2,0,2,1,3,9,4,0,3116.9672
1,6,4,1,4,4,3,3,3,3,2,3,3,3,6,1,0,4,3,3,9,4,0,5751.4609
3,6,4,1,4,2,3,3,3,3,1,1,3,3,7,2,0,3,2,4,9,4,0,8441.7158
3,4,2,1,4,4,1,3,3,1,1,1,1,3,1,1,0,4,1,6,2,1,1,45058.1901
2,4,3,1,4,4,3,3,3,1,1,1,1,1,4,1,0,1,1,4,4,3,0,1847.1363
3,6,5,1,1,3,2,3,3,2,3,1,3,3,5,1,0,3,1,7,9,4,0,699.976
4,6,5,1,3,4,3,3,2,3,3,3,3,3,6,2,0,3,4,6,9,4,0,1072.9851
1,6,4,4,4,4,3,3,3,3,3,1,3,3,4,2,1,1,1,6,9,4,0,10797.596
3,5,5,3,3,4,3,3,3,3,3,3,3,3,6,1,0,1,1,7,2,1,0,6601.8998
4,4,3,1,4,4,1,3,1,1,3,1,1,2,2,1,0,2,2,2,1,1,0,7377.1155
3,5,1,1,4,1,3,1,3,2,1,1,3,3,3,1,1,2,1,5,2,1,0,1760.3305
3,3,5,3,4,4,1,3,3,3,1,1,3,3,5,2,0,3,1,4,4,2,0,896.1453
3,6,4,1,4,4,3,3,3,3,3,3,3,3,6,2,0,4,1,4,9,4,0,2319.782
1,3,5,2,4,2,3,3,3,3,3,3,3,3,2,1,1,1,2,5,3,1,0,2725.7604
1,4,4,1,4,4,3,3,3,3,1,1,1,1,4,1,1,1,4,2,3,1,0,8491.7066
2,6,1,4,4,4,3,3,3,3,2,3,3,3,6,2,0,3,1,1,9,4,9,2489.2058
4,3,5,3,3,4,3,3,3,1,1,3,3,1,3,2,1,3,4,6,1,1,0,4740.3987
3,6,4,1,4,4,1,9,9,1,1,1,9,1,5,2,0,1,1,6,9,4,0,973.9918
1,6,3,1,4,4,1,3,3,1,3,3,3,1,3,2,1,1,1,6,9,4,0,5427.1755
3,5,3,3,4,4,3,3,3,3,1,1,1,3,5,2,0,3,4,4,4,3,1,5267.0613
3,5,4,3,4,4,3,3,3,3,3,3,3,3,3,1,0,2,1,6,3,1,0,6905.5294
1,6,4,1,4,4,3,3,3,9,1,1,3,3,6,1,0,2,1,6,9,4,0,2776.0767
2,6,5,1,3,4,1,3,3,3,1,3,1,3,5,1,0,1,1,7,9,4,0,3183.1733
1,6,2,1,4,2,3,3,3,3,1,1,1,3,6,2,0,1,1,6,9,4,0,1551.0909
1,6,4,1,4,4,3,3,3,3,3,3,3,1,3,2,1,2,1,2,9,4,0,12729.6226
3,6,1,1,1,4,3,3,3,3,3,3,3,3,4,1,0,3,2,7,9,4,3,6372.1946
5,3,1,1,3,4,3,3,3,1,1,1,3,3,4,2,0,3,1,6,2,1,2,835.8932
2,5,4,1,1,4,3,3,3,3,1,3,3,3,6,1,0,4,3,7,2,1,0,3997.816
2,6,4,1,4,4,1,2,3,3,1,3,3,3,4,1,1,1,2,7,9,4,0,860.7028
4,6,4,3,4,4,3,3,3,3,3,1,3,3,1,2,1,4,1,1,9,4,0,16612.6274
1,6,4,4,4,4,3,3,3,3,3,3,3,3,5,1,0,1,1,3,9,4,0,1085.7885
2,6,3,4,4,4,3,3,3,3,3,3,3,3,6,1,0,1,1,4,9,4,0,11375.7408
2,6,5,3,9,9,3,9,9,9,1,9,9,9,6,1,0,1,1,4,9,4,0,2023.687
2,5,3,1,4,2,3,3,3,1,1,1,3,3,5,2,0,1,1,6,3,1,0,2626.6916
4,6,3,1,4,4,3,3,3,1,3,1,3,3,6,2,0,3,4,6,9,4,0,1863.3961
1,5,4,1,4,4,3,3,3,3,3,1,1,3,3,1,1,2,1,4,1,1,0,2871.1179
3,6,4,1,1,2,2,2,1,1,1,1,1,3,2,2,1,4,4,1,9,4,0,4414.961
2,5,4,1,4,3,3,3,3,1,1,3,3,1,3,2,1,1,1,7,3,1,0,14157.6642
3,3,5,1,4,4,1,3,3,3,1,1,3,1,3,2,0,2,1,3,1,1,0,6668.5602
2,4,3,1,4,2,2,3,3,3,1,1,3,1,5,1,1,1,1,2,1,1,0,10014.8995
4,5,4,1,4,3,1,3,3,1,1,1,3,3,2,2,1,1,1,6,1,1,0,2554.1495
2,5,4,4,4,4,3,3,3,3,1,3,1,3,4,1,0,3,2,7,3,1,0,939.855
1,3,4,3,4,3,3,3,3,2,1,1,1,3,2,1,0,4,3,7,1,1,0,10428.4532
1,5,4,4,4,2,3,3,3,2,1,1,3,3,5,2,0,4,2,7,3,1,0,3160.7999
2,6,1,3,3,3,3,3,3,2,1,1,3,3,3,1,1,1,1,5,9,4,3,4521.2845
2,6,4,1,4,1,2,3,3,1,1,1,1,1,6,1,0,1,2,6,9,4,0,1711.2968
4,3,1,1,1,3,9,9,9,9,1,1,9,9,3,2,0,1,2,4,1,1,0,3237.8173
2,6,5,1,3,3,9,2,9,9,1,2,2,2,4,2,0,3,3,2,9,4,0,10309.1958
1,4,4,3,3,3,3,3,3,2,3,3,1,3,6,2,0,3,1,6,3,1,0,3082.2344
1,5,4,1,4,4,1,3,3,1,1,1,3,3,6,1,0,1,1,7,3,1,0,1400.9161
2,6,4,3,4,3,3,3,3,1,3,1,1,3,5,2,0,3,2,6,9,4,0,1082.5256
4,4,4,3,3,1,1,3,1,3,1,1,2,3,3,1,0,4,1,4,3,1,0,43472.2848
1,6,4,1,4,4,3,3,3,3,3,1,3,3,7,1,0,3,4,7,9,4,0,866.1228
2,6,3,3,1,4,3,3,3,2,3,3,3,3,6,1,0,1,1,7,9,4,0,14605.1788
3,6,4,1,4,2,3,3,9,3,3,3,9,3,5,2,0,1,1,3,9,4,0,6818.9509
3,5,4,1,3,4,3,3,3,1,3,1,3,3,5,2,0,3,1,4,1,1,0,3734.7375
2,6,2,3,4,4,3,3,3,3,3,3,3,3,6,1,0,1,1,7,9,4,0,3960.9705
3,3,4,3,4,4,3,3,3,3,1,1,1,3,7,1,0,1,4,2,3,1,0,4670.6128
2,6,3,2,4,4,3,3,3,3,3,1,1,3,1,1,0,4,1,4,9,4,0,14774.2432
4,6,3,3,4,4,3,3,3,3,1,3,3,3,7,2,0,1,1,7,9,4,0,1507.0465
2,5,4,1,4,4,3,3,3,2,3,3,3,3,4,2,1,1,1,6,3,1,0,2384.4807
4,6,4,4,1,4,3,3,3,3,1,3,3,3,6,1,0,4,2,2,9,4,0,2126.0821
2,5,3,3,4,4,3,3,3,3,3,1,1,1,3,1,1,1,1,6,2,1,0,1806.1144
2,5,4,1,4,4,3,3,3,3,3,1,3,3,5,1,0,1,1,6,2,1,0,5529.1885
3,6,4,3,3,3,2,9,9,1,1,1,9,9,7,2,0,3,1,7,9,4,0,993.2262
2,1,1,1,4,2,3,3,3,2,2,1,3,3,4,2,0,4,2,7,4,3,1,7134.5293
1,4,4,1,4,4,3,3,3,3,1,1,3,3,6,1,0,2,1,3,3,1,0,1848.814
3,5,5,1,4,3,1,3,3,2,1,1,1,1,1,1,1,4,1,1,3,1,0,6514.1593
2,6,3,3,1,3,3,3,3,3,1,1,3,3,5,2,0,1,1,1,9,4,0,7069.513
3,4,3,3,4,3,3,3,3,3,3,3,3,3,5,2,0,2,4,2,3,1,2,1121.2381
3,6,4,1,3,4,3,3,3,3,1,3,3,3,7,2,0,1,1,2,9,4,0,27333.4661
4,3,4,1,4,4,3,3,3,2,1,1,3,3,3,1,1,1,3,7,1,1,0,3102.1614
1,5,4,3,4,2,3,3,3,2,3,3,3,3,5,2,0,2,1,2,3,1,0,2164.8059
3,6,4,3,4,4,3,3,3,3,1,1,3,3,7,1,0,1,1,7,9,4,0,7698.6844
3,4,3,3,4,4,3,3,3,1,1,1,1,1,3,1,1,1,1,7,1,1,0,1855.6719
3,5,5,1,4,4,3,3,2,1,3,1,3,3,3,1,1,1,1,7,1,1,0,3124.7381
1,5,3,1,4,4,3,3,3,1,1,1,3,3,5,2,0,3,4,3,3,1,0,2154.7406
1,3,5,1,4,3,3,3,3,1,3,1,3,1,3,1,0,4,2,3,3,1,0,4841.561
3,4,4,3,4,3,3,3,3,3,1,1,3,3,4,1,0,1,4,4,3,1,0,9955.842
3,6,5,3,4,2,3,3,3,1,1,3,3,1,5,2,0,1,4,6,9,4,0,2107.3832
2,3,3,1,3,4,3,3,3,3,1,1,3,3,4,1,0,4,2,6,4,3,0,2270.1234
2,6,3,3,1,4,3,3,3,1,1,1,3,3,4,2,1,3,1,4,9,4,0,2221.2748
3,6,4,3,4,4,3,3,3,1,1,1,1,3,6,1,0,1,1,1,9,4,0,5759.8307
3,5,4,1,4,4,3,3,3,3,3,3,1,1,2,1,0,2,4,6,3,1,0,9870.424
3,6,4,3,3,3,3,3,3,3,1,1,3,1,3,2,1,3,3,4,9,4,0,1698.583
3,6,2,1,4,2,3,3,3,2,1,1,3,1,6,2,0,1,4,2,9,4,9,5750.8122
2,5,3,1,1,4,1,3,3,3,2,3,3,3,5,2,0,3,1,4,3,1,0,1479.2641
5,5,2,1,4,3,3,3,3,1,1,1,3,3,4,2,0,3,1,4,1,1,2,1004.2787
3,4,3,1,4,3,2,3,3,3,1,1,3,3,5,2,0,3,4,7,4,3,0,4202.3366
2,6,4,1,4,4,3,3,3,3,3,1,1,3,6,2,0,1,1,7,9,4,0,5292.2425
2,5,4,3,4,4,3,3,3,3,3,3,3,3,5,1,0,2,1,3,2,1,0,2802.5066
3,6,3,4,4,4,3,3,3,3,1,1,3,3,6,1,0,3,1,7,9,4,0,554.9908
3,5,4,1,4,3,2,3,3,1,1,1,3,1,2,2,0,2,1,6,2,1,0,792.3541
3,6,4,3,1,4,3,3,3,1,9,1,9,9,6,2,0,1,1,2,9,4,0,4525.8074
2,5,3,3,4,4,3,3,3,3,3,3,3,3,4,1,1,1,1,6,1,1,2,2886.6653
2,6,3,1,1,2,3,3,3,2,1,1,3,3,1,2,1,4,4,1,9,4,0,46016.0931
1,6,3,3,4,4,3,3,3,3,1,1,3,3,4,2,0,4,1,2,9,4,0,1697.4386
2,2,1,2,4,4,3,3,3,3,3,1,3,3,6,1,0,1,1,3,3,1,2,11007.2279
1,5,4,3,4,4,3,3,3,3,3,1,3,1,5,1,0,1,1,2,3,1,0,5320.4207
3,1,2,4,4,4,3,3,3,1,3,1,1,3,2,1,0,4,4,2,4,3,0,14798.2444
3,2,1,1,4,3,1,3,3,1,1,1,3,1,5,2,0,1,1,6,4,3,2,23347.8395
1,2,1,1,4,4,3,3,3,2,1,1,3,1,2,1,0,3,3,7,2,1,1,5977.4384
2,6,5,3,4,4,3,3,3,3,3,3,3,3,5,2,0,1,1,4,9,4,0,1489.3172
2,6,2,3,4,4,3,3,3,1,1,3,3,3,4,1,0,4,1,2,9,4,1,806.8986
2,2,2,4,4,2,2,2,3,1,3,3,3,3,5,1,0,2,1,4,3,1,0,5443.5774
2,2,3,1,3,3,3,3,3,2,1,2,3,1,1,2,0,4,4,2,2,1,0,47204.8783
4,2,4,3,3,3,1,3,3,2,3,1,3,1,2,1,0,2,2,6,1,1,0,2231.2361
3,5,4,4,4,2,3,3,3,1,3,3,1,3,2,1,1,1,4,4,1,1,0,3251.9786
2,5,5,3,4,4,1,3,3,1,3,1,3,3,6,2,0,3,1,6,2,1,0,2336.4221
1,6,4,3,4,4,3,3,3,3,3,3,3,3,7,1,0,1,1,1,9,4,9,30413.9938
4,4,4,1,4,2,1,1,1,3,1,1,1,3,3,2,0,4,1,4,1,1,0,1161.8182
4,6,2,1,4,3,3,3,3,1,1,1,3,3,3,2,0,1,1,4,9,4,0,59923.2491
4,6,3,1,4,4,3,3,3,1,1,1,1,1,1,1,1,4,1,1,9,4,1,23158.6354
3,4,4,1,4,2,1,3,3,2,3,1,3,1,3,1,1,1,4,7,2,1,0,1568.0026
3,6,4,3,3,4,3,3,3,3,3,3,3,3,5,2,0,1,1,6,9,4,0,2180.8138
3,5,4,3,4,3,3,3,3,1,1,1,3,3,5,2,0,3,2,2,3,1,0,2435.128
4,3,3,1,4,4,3,3,3,1,1,1,3,1,3,2,1,1,1,6,3,1,0,6271.7441
3,4,4,1,4,4,3,3,3,3,1,1,9,1,4,2,0,3,1,2,1,1,0,18362.0825
3,6,1,3,4,3,1,3,3,2,1,1,3,3,2,2,0,2,1,6,9,4,1,3234.2982
2,3,1,1,4,4,2,2,1,3,1,1,3,3,2,1,0,4,2,4,3,1,0,8327.2649
2,6,4,1,4,4,2,3,3,3,1,1,1,3,7,1,0,3,1,6,9,4,0,1690.6036
3,6,3,1,4,4,3,3,3,3,3,1,3,3,5,2,0,4,4,7,9,4,0,755.3471
4,4,4,3,4,4,3,3,3,3,1,1,1,3,2,2,1,1,1,4,4,2,0,4477.5725
3,6,4,3,4,4,3,3,3,3,3,3,3,3,6,2,0,1,1,7,9,4,0,1852.5649
2,6,4,1,2,4,3,3,3,3,3,9,9,9,7,1,0,1,4,4,9,4,9,8663.3257
3,4,4,1,3,4,1,3,3,3,3,3,3,3,2,2,0,4,2,7,1,1,0,857.8419
3,5,4,1,4,4,3,3,3,1,1,1,3,3,5,1,0,1,1,7,2,1,0,1030.7843
3,6,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,4,4,1,9,4,0,4225.4804
3,3,2,2,4,4,1,3,3,1,1,1,3,3,5,2,0,2,1,2,4,3,0,2046.949
2,6,4,1,4,4,3,3,3,3,3,3,3,3,5,2,0,1,1,6,9,4,0,1822.4722
1,5,5,4,4,4,3,3,3,3,3,3,3,3,5,2,0,1,1,2,4,3,0,5829.9775
3,6,5,3,4,3,3,3,3,3,1,9,3,3,7,2,0,1,1,6,9,4,0,876.4659
