MH_05,LM_30,LM_40,BH_35A,BH_35B,BH_35E,BH_40A,BH_40B,BH_40C,BH_40D,BH_40E,BH_40F,BH_40G,BH_40H,AGEGRP,SEX,PCHILD,MARSTATC,DWELCODC,PEDUC_LC,PTELEWSC,PEMPSTC,PFSCDV,PERS_WGT
5,6,2,1,1,4,1,3,1,1,1,1,1,3,1,2,0,2,4,2,9,4,1,2622.268
2,5,4,1,4,4,1,3,3,1,3,1,3,2,3,2,1,1,1,2,2,1,0,30873.9635
1,6,5,3,4,2,2,3,3,2,1,1,3,3,6,2,0,1,4,6,9,4,0,1791.149
3,6,4,1,4,3,3,3,3,1,1,1,3,3,1,2,0,1,2,6,9,4,0,733.8576
2,6,4,1,4,4,3,3,3,3,3,3,3,3,2,1,0,3,1,7,9,4,0,6863.5199
4,5,2,1,4,4,1,1,9,9,1,1,9,9,4,2,0,2,1,2,4,3,0,3712.3859
2,5,2,1,4,3,1,3,3,3,3,3,1,1,3,1,1,1,1,7,3,1,0,2435.3143
4,6,5,3,4,4,3,3,3,3,3,1,3,3,6,2,0,3,1,7,9,4,0,448.8946
2,3,2,3,4,3,3,3,3,3,3,3,3,3,7,1,0,3,1,6,4,3,2,4811.6468
2,5,4,1,4,4,3,3,3,3,3,1,3,3,4,1,0,4,1,2,3,1,0,846.7768
2,4,2,3,3,3,1,3,3,3,1,1,3,3,3,1,0,4,1,6,2,1,0,8836.8935
3,6,2,3,4,3,1,3,3,1,3,1,3,1,1,1,1,4,1,4,9,4,0,47897.2556
1,2,4,1,4,4,3,3,3,3,3,3,3,3,4,2,1,2,1,3,3,1,0,2024.5958
4,6,1,3,9,4,2,3,1,3,1,1,1,1,3,1,0,2,4,6,9,4,0,3139.5108
2,3,5,1,4,4,3,3,3,3,1,1,3,3,2,1,1,1,1,6,1,1,0,41875.7478
2,5,4,1,4,4,3,3,3,3,1,1,1,3,3,2,0,4,1,6,3,1,0,1005.5813
3,6,3,3,2,3,3,3,3,1,1,3,3,3,6,2,0,4,3,6,9,4,0,3117.4412
3,5,4,1,3,3,3,3,3,3,1,1,1,1,2,2,0,2,2,6,2,1,0,6197.3396
2,3,3,3,4,3,3,3,3,3,3,1,3,1,2,2,1,1,1,6,4,3,0,1196.0911
2,6,4,3,1,4,3,3,3,1,1,1,3,3,6,2,0,3,4,6,9,4,0,6027.0181
3,4,3,1,4,4,3,3,3,1,1,1,3,1,5,2,0,1,1,7,1,1,0,3636.7044
4,6,5,1,3,3,3,3,3,3,3,3,3,3,4,2,0,3,1,6,9,4,0,1129.6544
4,4,4,1,4,4,1,3,3,3,3,3,3,3,5,2,0,3,1,6,2,1,0,1726.4534
1,6,2,3,4,4,3,3,3,3,3,1,3,3,6,1,0,4,2,2,9,4,0,8274.9059
3,4,3,1,4,4,1,3,3,1,1,3,1,1,4,1,0,1,4,6,1,1,0,3931.7761
3,5,5,3,4,4,1,3,3,3,3,3,1,3,4,1,1,1,1,6,2,1,0,1823.0533
3,6,4,3,3,4,3,3,3,1,1,1,3,3,7,2,0,1,3,6,9,4,0,14395.6796
3,4,4,1,4,4,1,3,3,1,1,1,3,1,5,1,0,2,1,7,1,1,0,4138.4494
2,5,4,1,4,2,1,3,3,1,3,1,3,3,3,2,1,1,1,4,2,1,0,10874.272
2,6,4,3,4,4,9,9,9,2,3,3,3,9,6,2,0,3,3,2,9,4,0,2740.3017
1,4,3,3,4,4,2,3,3,3,1,1,3,1,5,1,0,1,1,3,4,3,0,3868.7082
2,3,2,3,4,3,3,3,3,3,1,1,1,3,2,1,0,1,1,6,2,1,0,7416.5328
3,6,2,1,4,4,3,3,3,3,3,3,3,3,5,2,0,3,4,4,9,4,0,6987.8761
3,4,4,1,4,2,3,3,3,1,1,1,3,1,4,2,1,3,1,6,1,1,0,1013.8214
1,4,2,1,4,4,3,3,3,1,1,3,3,3,5,2,0,3,3,2,3,1,3,2069.6769
2,6,3,3,4,3,3,3,3,1,1,1,3,3,6,1,0,1,1,2,9,4,0,7677.9584
1,4,3,1,4,4,3,3,3,1,1,1,3,3,5,2,0,1,1,4,4,3,1,1409.314
2,3,4,1,1,9,3,3,3,1,1,1,1,3,5,2,0,1,1,4,3,1,0,2121.0409
2,5,4,1,4,4,2,3,3,3,1,3,1,3,5,1,0,3,2,2,4,3,0,2196.8305
3,6,2,1,4,4,3,3,3,3,1,1,1,3,5,2,0,1,1,5,9,4,0,2147.1312
4,5,4,3,3,4,2,3,3,3,3,3,3,3,4,2,0,1,1,7,4,2,0,1166.7031
3,6,5,3,4,4,3,3,3,3,1,1,1,3,5,2,0,1,1,3,9,4,0,2620.0565
4,5,4,1,4,4,1,3,3,3,2,1,3,3,3,2,1,1,1,6,2,1,0,1615.8665
4,4,4,3,4,4,2,3,3,3,1,3,1,1,3,1,1,1,1,2,1,1,0,6608.2402
1,6,1,4,4,3,3,3,3,3,3,3,3,3,4,2,0,1,1,4,9,4,2,1673.6533
2,6,4,1,4,2,3,3,3,3,1,1,3,3,6,2,0,1,1,3,9,4,0,3337.9032
3,4,5,3,4,4,3,3,3,3,1,1,3,3,5,1,0,1,1,2,2,1,2,979.7892
2,3,2,3,4,4,2,3,3,1,1,1,3,3,6,1,0,2,4,4,3,1,0,2015.9752
4,5,4,1,4,4,3,3,3,1,2,1,3,3,4,2,0,4,2,7,1,1,0,3487.2761
2,6,4,1,1,4,2,3,3,3,3,3,3,3,7,2,0,1,1,7,9,4,0,2924.8789
3,6,2,1,4,2,3,3,3,3,1,1,3,3,6,1,0,4,1,5,9,4,0,3622.8608
1,6,1,3,4,3,3,3,3,2,3,1,3,3,5,1,0,3,1,3,9,4,0,4081.2592
2,6,4,1,3,4,3,3,3,1,1,1,3,3,7,1,0,1,1,7,9,4,0,2186.5796
4,4,5,3,4,4,3,3,3,3,1,1,1,3,2,1,0,4,2,7,3,1,3,2863.9224
4,6,1,3,4,4,3,3,1,1,1,1,1,3,2,1,0,4,1,3,9,4,3,6754.6974
2,6,4,3,4,4,1,3,3,3,3,1,3,3,6,1,0,1,2,6,9,4,0,2489.9515
5,6,2,1,4,4,3,3,3,1,3,3,3,1,1,2,1,4,3,1,9,4,2,1411.2103
3,3,2,3,4,4,1,1,3,1,1,1,3,1,3,2,1,3,4,2,3,1,2,2414.4694
3,4,4,1,4,2,1,3,3,3,2,1,1,3,2,1,0,2,1,6,1,1,0,2771.9478
2,3,4,3,4,3,3,3,3,3,1,1,3,3,4,1,1,1,3,7,2,1,0,2522.5326
2,5,4,3,3,3,1,1,1,2,1,1,1,1,2,2,0,4,1,6,4,3,0,6296.4485
3,6,1,1,4,4,1,1,3,3,1,1,3,1,2,2,0,2,1,4,9,4,0,14057.0741
3,3,3,1,4,4,1,3,1,1,1,1,1,3,3,1,1,1,1,3,3,1,2,6456.9535
3,6,4,3,4,4,1,3,3,1,3,1,3,1,5,2,0,1,1,6,9,4,0,644.814
1,4,3,4,4,4,3,3,3,3,3,3,3,3,5,1,0,3,1,3,3,1,0,2045.0354
2,3,2,1,4,4,3,3,3,3,3,1,3,3,4,1,1,1,1,6,2,1,0,3228.3173
3,3,3,1,4,4,3,3,3,3,1,3,3,3,5,2,0,3,1,6,3,1,0,1382.9709
3,5,4,1,1,4,3,3,3,3,3,3,3,3,5,2,0,2,2,7,2,1,0,8062.0853
1,6,3,4,4,2,3,3,3,2,3,1,3,3,6,1,0,4,1,7,9,4,0,1205.8633
4,4,4,1,4,2,3,3,3,3,1,1,3,2,2,2,0,4,4,6,1,1,0,14561.3253
3,6,1,3,4,4,3,3,3,1,1,1,3,3,5,2,0,1,1,2,9,4,1,4718.5508
4,3,2,1,1,4,3,3,3,3,3,1,3,3,4,1,0,3,2,7,2,1,0,5116.5997
1,6,2,1,4,4,3,3,3,3,3,3,3,3,5,1,0,1,1,3,9,4,0,2045.6052
3,4,4,1,4,4,3,1,3,1,1,1,3,3,5,2,0,3,1,4,1,1,0,686.8842
4,4,5,1,4,2,3,3,3,1,1,1,3,3,4,2,0,3,4,4,3,1,0,1676.4633
3,4,2,1,4,4,3,3,1,1,1,1,3,3,2,2,0,2,2,4,1,1,3,7268.2678
2,6,4,3,4,4,3,3,3,3,3,1,3,3,6,2,0,4,4,4,9,4,0,1214.0675
2,4,3,1,4,4,2,3,9,3,3,3,3,3,5,2,0,3,1,6,4,3,0,749.9019
3,6,4,4,4,4,3,3,3,3,3,3,3,3,6,2,0,3,4,2,9,4,0,5060.6044
2,6,3,1,4,2,1,3,3,1,1,1,3,3,6,1,0,1,1,4,9,4,0,2968.5037
3,6,2,1,4,4,3,3,3,1,3,3,3,3,4,2,0,4,1,6,9,4,2,2004.7725
3,5,4,1,4,4,3,3,3,1,3,3,1,1,2,1,0,2,3,6,1,1,0,7861.742
3,6,1,2,4,4,3,3,3,1,1,1,3,3,4,1,1,1,1,2,9,4,0,7093.3237
3,6,1,3,4,4,3,3,3,1,1,3,3,2,4,2,1,1,1,2,9,4,1,23262.8848
4,6,4,1,4,4,3,3,3,1,3,1,3,3,2,2,1,1,1,6,9,4,0,2391.1059
4,5,4,1,1,4,3,3,3,3,1,1,1,3,2,1,1,4,1,2,1,1,0,3900.6141
3,6,4,3,4,4,1,9,9,3,3,3,3,3,7,2,0,1,4,4,9,4,0,2238.91
4,6,2,1,4,2,3,3,3,3,1,1,3,1,4,1,0,4,1,4,9,4,9,3004.7503
5,6,1,1,4,4,3,3,3,3,1,1,1,3,1,2,0,2,4,6,9,4,2,4570.7127
3,5,4,3,4,4,3,3,3,3,2,3,1,3,4,1,0,1,1,4,2,1,0,3908.0846
2,6,4,3,4,3,3,3,3,2,2,1,3,1,5,2,0,1,1,4,9,4,0,2347.5166
3,3,1,1,4,2,3,3,3,3,1,3,3,3,4,1,0,3,1,6,1,1,0,2264.2276
3,3,5,3,3,4,3,3,3,3,2,3,3,3,3,1,1,1,1,3,3,1,0,3079.946
3,4,4,3,9,4,3,3,3,1,1,1,1,3,5,2,0,2,1,4,3,1,9,1739.9312
4,1,1,1,4,4,2,3,3,1,1,1,3,3,5,2,0,3,1,2,4,3,3,697.7583
3,5,3,4,4,4,3,3,3,2,3,1,1,3,5,1,0,1,1,1,3,1,0,2674.3419
1,5,4,4,4,4,3,3,3,3,3,3,3,3,5,1,0,3,1,3,3,1,0,1279.6028
2,5,4,4,4,4,3,3,3,3,3,3,3,3,6,2,0,1,1,2,1,1,0,7342.9898
2,6,4,3,3,4,3,3,3,3,3,1,3,3,6,2,0,4,3,4,9,4,0,11852.2259
1,6,4,3,3,2,3,3,3,3,1,1,1,3,6,1,0,3,2,3,9,4,0,914.1354
1,6,3,9,9,2,2,9,9,2,2,2,9,9,6,1,1,3,1,1,9,4,9,37515.425
3,6,3,1,4,4,3,3,3,3,1,3,3,3,3,2,1,1,4,7,9,4,0,15360.5409
4,6,4,2,4,4,3,3,3,3,3,1,3,3,5,1,0,4,4,1,9,4,0,2115.5524
2,4,5,1,1,3,3,3,3,3,3,3,3,3,2,2,0,2,1,4,1,1,0,2515.4011
4,6,4,1,4,3,2,3,3,1,1,1,1,1,1,2,1,4,1,1,9,4,0,113750.3638
3,6,5,9,9,9,1,9,9,3,1,1,1,9,6,2,0,1,1,1,9,4,1,12134.0594
2,5,3,4,4,4,3,3,3,3,3,3,3,3,5,1,0,4,1,1,9,1,0,16849.6605
1,4,4,3,3,4,3,3,3,2,2,2,2,2,5,2,0,1,1,4,3,1,0,11433.9833
2,6,4,1,4,4,3,3,3,3,3,3,3,3,6,2,0,2,1,3,9,4,0,4205.2477
4,5,4,1,4,4,1,9,9,2,1,1,9,1,5,2,1,3,1,6,2,1,0,2377.7963
3,6,4,1,4,3,3,3,3,2,1,1,3,3,6,1,0,2,1,5,9,4,0,5075.6759
2,6,3,3,4,4,1,3,3,3,3,1,3,3,6,1,0,1,1,2,9,4,0,19772.7543
2,4,5,3,1,2,1,3,1,3,1,1,3,3,6,1,0,3,2,7,4,2,2,1205.8633
2,6,4,1,1,4,3,3,3,3,1,1,3,3,6,1,0,1,4,2,9,4,0,5869.2447
1,6,4,4,4,4,3,3,3,3,3,3,3,3,6,2,0,1,1,1,9,4,0,4744.2057
3,6,1,3,4,4,3,3,3,3,1,2,2,2,2,2,0,2,3,6,9,4,0,6149.7183
2,6,3,3,4,4,3,3,3,3,3,1,3,3,4,2,0,2,4,4,9,4,0,4752.4673
2,6,5,1,4,4,3,3,3,3,3,1,3,3,3,2,1,1,3,7,9,4,0,14157.6642
1,5,4,3,4,4,3,3,3,3,3,3,3,3,2,1,0,4,1,4,2,1,0,14312.5794
2,5,4,3,4,4,1,3,3,1,3,1,3,3,3,1,1,2,4,6,1,1,0,2052.2204
2,5,2,1,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,6,2,1,0,2793.8343
3,5,4,3,4,3,1,3,3,1,3,1,3,3,2,2,0,2,1,6,3,1,0,4205.7488
4,4,4,1,4,3,3,3,3,1,1,1,3,3,4,2,0,3,1,6,1,1,0,521.4717
3,2,3,1,4,3,1,3,3,1,1,1,1,3,3,1,1,1,3,7,1,1,0,10227.0332
2,6,5,3,4,4,3,3,3,3,3,3,9,9,6,2,0,3,1,4,9,4,0,2419.8978
4,5,3,4,4,3,1,3,3,3,1,1,3,3,3,1,1,1,1,6,3,1,1,3719.3618
4,6,5,4,4,4,3,3,3,3,1,1,3,3,7,1,0,1,1,6,9,4,0,1911.1784
2,6,3,1,4,4,3,3,3,2,1,1,1,2,1,1,1,4,4,1,9,4,1,27307.0758
1,6,4,3,3,3,2,3,3,2,1,1,3,3,5,1,0,2,1,5,9,4,0,1179.9239
4,5,4,1,4,4,2,3,3,3,1,3,3,3,4,2,0,3,1,4,3,1,0,902.1176
2,6,2,3,3,3,3,3,3,3,3,3,3,3,5,1,0,2,1,4,9,4,0,3498.8605
2,6,4,1,9,4,3,3,3,3,1,1,3,3,6,2,0,1,1,2,9,4,0,17614.3387
1,5,4,1,4,4,3,3,3,3,3,1,3,3,5,2,0,2,1,6,2,1,0,1983.3526
1,1,2,3,4,2,3,3,3,3,3,1,3,1,4,1,1,1,1,6,1,1,0,3310.0225
1,3,4,1,4,4,3,3,3,1,1,1,1,1,3,1,1,3,1,4,3,1,0,664.1209
3,6,4,3,4,4,3,3,3,3,3,1,3,3,5,1,0,1,1,2,9,4,0,3992.8909
4,4,4,1,4,4,1,3,3,1,1,1,3,3,6,2,0,1,1,4,1,1,0,2083.5913
3,6,4,3,4,4,3,3,3,3,1,3,1,3,5,2,0,3,1,4,9,4,3,2374.8698
3,6,5,1,4,4,3,3,1,1,1,1,3,3,5,2,0,1,1,2,9,4,0,4928.4003
2,5,4,1,4,4,3,3,3,3,3,3,3,3,1,1,0,2,1,2,3,1,0,3245.5327
1,5,4,1,9,4,3,3,3,1,1,2,2,3,6,2,0,3,1,4,3,1,0,1601.4446
2,5,5,3,3,3,3,3,3,3,3,1,1,3,5,2,0,3,4,6,4,2,0,982.0147
2,5,3,1,4,4,3,3,3,3,3,3,3,1,5,1,0,1,1,5,3,1,0,1804.5539
3,4,4,1,4,4,1,3,3,3,2,2,3,3,4,2,0,1,1,4,3,1,0,3477.4177
3,6,5,1,4,4,3,3,3,3,1,3,1,3,6,2,0,1,1,2,9,4,0,27298.7165
2,6,4,3,9,4,1,9,9,1,1,3,9,9,7,2,0,3,1,3,9,4,0,11689.541
3,6,4,3,4,3,3,3,3,1,1,3,1,3,5,2,0,1,1,3,9,4,0,2296.9128
4,4,5,1,4,4,2,3,3,1,1,1,1,3,5,1,0,3,4,7,2,1,0,1481.8078
4,5,5,3,4,3,2,3,3,1,3,1,3,3,2,2,0,4,1,6,2,1,0,2961.4749
3,4,4,1,4,4,3,3,3,1,1,3,3,3,5,2,0,2,1,2,3,1,0,5977.2802
1,6,4,1,4,4,3,3,3,1,1,1,3,3,6,2,0,4,1,6,9,4,0,1267.7865
2,6,4,1,4,4,3,3,3,1,3,3,3,3,6,2,0,4,1,4,9,4,9,9822.4402
3,5,4,1,4,2,3,3,3,3,1,1,3,3,4,2,1,3,4,7,3,1,0,1428.1196
2,6,2,3,4,4,3,3,3,3,1,1,3,3,6,2,0,3,2,1,9,4,0,61130.9836
3,6,5,3,4,3,3,9,9,2,3,3,9,9,5,2,0,3,1,7,9,4,0,9687.1821
1,5,4,1,4,4,3,3,3,3,3,3,3,1,4,2,0,1,1,6,3,1,0,22826.3775
2,4,4,3,4,4,3,3,3,3,1,1,3,3,3,2,1,2,1,4,3,1,0,3118.0987
1,6,4,1,4,4,3,3,3,3,3,3,3,3,5,1,0,3,1,2,9,4,0,3636.6384
1,3,4,3,4,4,3,3,3,3,3,3,3,3,5,1,0,1,1,4,3,1,1,9999.2149
3,3,3,1,4,4,1,3,3,1,1,3,3,1,3,2,1,1,1,6,1,1,0,5421.7059
2,4,4,1,3,3,1,3,3,9,2,1,3,3,4,2,0,2,1,4,2,1,0,2700.4556
1,5,4,3,4,4,1,3,3,3,3,3,3,1,3,1,1,4,1,4,3,1,0,1046.2472
2,5,3,1,3,4,1,3,1,3,1,1,3,3,5,1,0,1,4,6,3,1,0,5416.8773
3,4,4,1,1,2,3,3,3,2,3,1,3,3,4,2,0,1,4,6,1,1,0,1421.8533
3,6,3,4,4,2,2,3,3,2,1,1,3,3,6,1,0,1,1,6,9,4,0,2609.1221
4,6,3,1,4,4,3,3,3,3,1,1,3,3,6,1,0,3,4,6,9,4,0,3997.816
2,4,3,1,4,2,2,3,3,2,1,3,1,2,3,1,0,2,1,4,3,1,0,2116.8196
2,6,4,1,4,4,1,3,3,1,1,1,3,3,5,1,0,2,3,7,9,4,0,945.1646
3,4,4,1,4,4,3,3,3,1,1,1,2,3,2,1,1,2,4,2,3,1,0,7209.8877
2,2,5,4,4,4,3,3,3,1,1,3,3,3,6,1,0,1,1,2,3,1,0,6815.3235
3,4,5,1,4,2,3,3,3,3,1,1,1,3,4,1,1,1,1,6,2,1,0,11688.9783
2,6,3,1,4,4,1,3,3,1,1,1,3,3,6,2,0,1,1,4,9,4,0,2784.1964
3,6,2,1,4,4,3,3,3,3,3,1,3,1,4,2,0,1,2,2,9,4,0,15619.604
1,3,4,2,9,9,9,9,9,3,3,3,9,9,6,1,0,3,4,1,3,1,0,15115.5503
2,6,3,3,4,4,3,3,3,3,3,3,3,3,6,2,0,2,4,2,9,4,0,8187.4735
3,3,2,3,3,4,3,3,3,3,1,1,3,1,6,1,0,1,1,2,4,3,0,1214.2408
2,5,3,1,1,3,3,3,3,3,3,1,3,3,4,2,0,2,1,6,1,1,0,7485.0956
1,6,4,3,3,4,3,3,3,3,1,3,3,3,5,2,0,3,1,3,9,4,0,1879.7317
4,6,5,3,4,4,3,9,3,1,1,3,3,9,6,1,0,1,1,2,9,4,0,3471.7291
4,6,4,1,4,1,3,3,3,1,1,1,3,3,6,2,0,1,1,4,9,4,0,4563.1022
2,5,4,1,4,4,3,3,3,3,1,1,1,1,2,2,0,2,4,6,1,1,0,5228.1927
1,4,3,3,4,4,3,3,3,3,3,3,3,3,1,1,0,4,1,3,3,1,0,11937.6806
2,4,4,3,4,3,3,3,3,1,1,1,3,3,5,2,0,1,1,4,3,1,1,1405.8793
3,5,4,3,4,3,3,3,3,1,1,1,1,3,5,2,0,1,4,4,4,3,0,1462.293
2,6,4,3,4,4,3,3,3,1,3,3,3,1,5,1,0,1,1,5,9,4,0,642.6768
4,6,4,1,4,4,3,1,3,3,3,3,3,3,6,2,0,3,3,4,9,4,0,1125.5101
4,3,2,1,4,4,3,3,3,3,3,1,3,3,5,2,0,3,1,4,3,1,0,745.7749
1,6,5,3,3,3,3,3,3,3,1,1,3,3,6,1,0,1,1,3,9,4,0,15608.0102
2,6,4,1,4,4,3,3,3,3,1,1,1,9,6,1,0,1,4,6,9,4,0,563.8395
1,5,3,1,4,4,3,3,3,1,1,3,3,3,3,1,1,1,4,4,1,1,1,5013.0199
2,4,4,3,4,3,3,3,3,3,3,3,3,3,5,1,0,1,1,4,3,1,0,835.7859
3,6,3,4,4,4,3,3,3,3,1,1,3,3,5,1,0,1,3,2,9,4,0,23620.1572
2,6,4,4,4,4,3,3,3,2,1,1,3,3,7,1,0,1,3,2,9,4,0,5191.8203
3,4,4,3,4,4,3,3,3,1,1,1,3,3,5,1,0,1,1,4,2,1,1,3473.3789
4,6,3,3,4,4,3,3,3,3,3,3,9,9,4,2,0,1,1,4,9,4,9,6456.9664
1,4,4,4,4,3,2,3,3,1,1,3,3,3,4,1,0,1,1,3,3,1,0,3446.89
2,4,3,1,4,3,3,3,3,2,2,3,3,3,1,2,1,4,4,1,1,1,0,12353.712
3,4,3,1,4,4,3,3,3,1,1,1,3,3,5,2,0,3,4,4,3,1,0,1322.8633
3,5,4,1,4,4,3,3,3,1,1,1,3,3,4,2,1,1,1,6,1,1,0,3440.0676
5,4,4,1,4,2,1,3,3,1,3,1,3,3,2,2,1,1,1,6,1,1,0,20207.3094
4,4,3,1,4,4,2,3,3,3,3,3,3,3,3,2,1,1,1,6,4,2,0,1140.8575
3,6,1,1,1,4,1,1,3,2,3,1,2,2,7,1,0,1,3,7,9,4,3,6338.558
3,4,4,1,4,4,3,3,3,1,1,1,3,3,3,2,1,2,4,3,4,3,0,10919.3137
4,4,5,1,9,4,3,3,1,1,1,1,3,3,5,2,0,3,1,4,3,1,0,1716.1226
2,6,4,3,4,3,3,3,3,1,1,1,3,3,6,2,0,1,1,7,9,4,0,727.1455
2,4,4,1,1,4,9,9,9,9,1,1,9,9,5,1,0,3,1,4,2,1,0,2694.3819
2,6,2,9,9,3,9,9,9,9,1,1,9,9,6,2,0,1,1,1,9,4,0,5288.8988
3,6,2,1,4,3,3,3,3,1,1,3,3,3,5,1,0,1,4,3,9,4,1,21941.4471
3,5,2,1,1,3,3,3,3,3,3,3,1,3,3,1,1,1,4,6,1,1,0,1965.5211
3,4,4,3,4,4,3,3,3,3,1,1,3,3,5,2,0,1,1,4,1,1,0,1172.4699
3,6,4,3,3,1,3,3,3,1,3,3,3,3,6,2,0,3,1,4,9,4,0,1066.8251
2,6,3,3,4,4,3,3,3,3,1,3,3,1,6,1,0,1,1,5,9,4,0,1395.2751
9,6,4,4,4,4,9,9,9,9,9,9,9,9,5,2,0,1,1,1,9,4,0,6474.8381
2,5,4,3,4,4,2,3,3,1,1,1,3,2,2,2,0,2,2,6,1,1,0,8106.7096
4,6,4,3,4,3,3,3,3,3,2,2,3,3,5,2,0,1,1,5,9,4,0,690.6497
4,6,5,1,4,2,1,3,3,1,1,1,1,1,1,2,1,4,1,2,9,4,0,39721.7706
4,5,4,1,4,4,1,3,1,1,1,1,3,1,2,2,0,4,3,4,3,1,0,1530.8685
2,6,3,1,4,3,1,3,3,3,3,1,3,3,1,2,0,4,1,5,9,4,0,6557.9305
1,6,4,3,4,4,3,3,3,3,3,3,3,3,7,1,0,1,4,2,9,4,9,6552.3193
3,5,4,1,4,4,3,3,3,1,1,3,3,3,5,2,0,1,1,4,1,1,0,1921.1381
1,6,4,1,1,4,3,3,3,3,3,1,1,1,7,2,0,3,4,6,9,4,0,12646.6584
3,6,4,3,4,4,3,3,3,1,3,1,3,3,5,1,0,1,1,4,9,4,0,1312.4956
3,3,1,1,4,4,3,3,3,1,3,1,3,3,4,2,0,1,1,2,1,1,2,3737.7647
2,6,4,3,3,4,3,3,3,2,1,1,3,3,4,2,0,2,1,2,9,4,0,1825.2563
2,5,2,1,3,4,1,3,3,3,1,1,1,3,4,1,0,4,4,4,3,1,0,1958.1024
3,6,3,4,4,2,3,9,9,2,1,1,9,9,6,1,0,3,4,1,9,4,0,2851.8991
3,6,5,1,4,4,3,3,3,1,1,3,3,3,6,2,0,1,1,2,9,4,0,5649.5678
4,5,4,1,1,3,3,3,3,2,2,2,3,1,2,2,0,4,4,2,3,1,0,4834.0456
2,1,1,1,1,4,2,3,3,2,2,1,3,1,4,1,0,1,3,6,4,3,0,16921.6406
4,2,4,1,4,2,3,3,3,1,1,3,3,3,5,1,0,1,1,2,2,1,0,3732.7703
2,6,4,3,4,3,2,3,3,2,3,3,3,3,6,1,0,1,1,2,9,4,0,20323.1124
3,6,4,3,3,3,3,3,3,3,3,3,3,3,3,1,0,1,3,6,9,4,0,11019.4738
3,5,4,4,4,2,1,3,3,1,1,3,3,1,3,1,1,1,1,6,2,1,0,2966.3679
2,6,4,3,4,4,3,3,3,1,1,3,3,3,7,2,0,1,1,4,9,4,9,3279.2663
3,5,4,1,1,2,2,3,3,1,1,1,3,3,2,2,0,4,2,6,3,1,0,7424.8179
2,6,5,3,4,4,3,3,3,1,1,3,1,3,3,1,0,4,4,2,9,4,0,10819.7086
2,4,2,3,4,4,3,3,3,3,1,1,3,3,4,1,0,4,1,6,3,1,0,832.2673
3,5,4,1,9,4,3,3,3,1,1,1,3,1,5,1,0,1,1,2,1,1,0,2384.4884
2,5,4,3,3,3,1,3,1,3,3,3,3,3,4,2,0,1,1,7,3,1,0,1402.4979
4,6,4,4,9,9,3,3,3,3,3,3,9,9,5,1,0,3,1,4,9,4,0,655.4105
2,6,4,3,4,4,3,3,3,3,3,1,3,3,6,1,0,1,1,2,9,4,0,4992.5753
2,6,2,1,4,3,1,3,3,2,1,1,3,1,4,1,0,3,2,6,9,4,0,6581.5571
4,6,5,4,4,4,3,2,3,2,1,3,9,3,5,1,0,1,1,1,9,4,1,15146.5193
3,6,4,1,1,4,3,3,9,1,1,1,3,1,5,2,0,1,1,2,9,4,0,1441.2318
3,4,5,3,3,3,3,3,3,3,1,3,3,3,3,2,1,1,2,2,3,1,0,1683.5476
2,5,4,1,4,2,1,3,3,3,1,1,3,3,4,1,0,2,4,2,3,1,0,9597.9409
3,4,2,3,4,4,3,3,3,1,1,1,3,1,5,2,0,1,1,3,3,1,0,4455.3449
4,5,5,1,4,3,2,3,3,3,3,3,3,3,4,1,1,1,1,4,3,1,1,6945.8384
3,2,1,1,4,3,3,3,3,1,1,1,1,3,3,1,1,1,1,3,9,1,0,4160.7339
2,6,4,1,4,2,3,3,3,3,3,1,3,3,6,1,0,1,1,6,9,4,0,4271.6966
2,6,5,1,9,9,9,9,9,9,1,3,3,9,4,2,0,4,1,1,9,4,9,1635.8649
3,4,5,1,1,2,1,3,3,2,1,1,1,3,2,2,0,4,2,6,1,1,0,2929.541
2,6,4,4,4,2,3,3,3,3,1,1,3,3,5,2,0,3,1,4,9,4,0,1193.3063
3,6,3,3,4,4,3,3,3,3,1,1,3,3,6,1,0,1,1,5,9,4,0,1737.4739
5,1,4,4,4,4,2,1,3,3,1,2,3,3,3,1,0,4,2,7,3,1,0,2760.3068
3,2,1,1,1,4,1,2,3,1,3,1,3,3,6,2,0,3,1,7,1,1,0,501.1112
3,3,5,1,4,3,3,3,3,3,3,1,3,3,4,2,1,1,1,4,3,1,0,28005.6289
3,4,4,3,3,3,3,3,3,3,2,3,3,3,5,2,0,4,1,2,3,1,0,1831.2187
3,4,2,1,4,4,1,3,3,1,1,1,3,1,3,1,1,1,1,4,1,1,0,26081.9447
1,5,4,1,4,3,3,3,3,3,1,1,1,1,3,2,1,2,1,4,1,1,1,5133.4989
2,3,3,3,4,4,3,3,3,3,1,1,3,1,3,2,0,2,1,4,4,3,0,3733.343
1,6,5,3,3,3,2,3,3,2,1,2,3,3,6,1,0,3,1,3,9,4,0,6455.2062
2,1,1,3,4,4,1,3,3,1,1,1,1,2,2,2,1,4,1,6,1,1,0,8097.1036
2,6,1,1,4,4,3,3,3,3,1,1,3,1,3,1,1,1,4,6,9,4,0,2544.6577
1,5,4,1,4,4,3,3,3,3,3,3,3,3,2,1,1,2,1,6,3,1,0,2266.7233
4,5,4,1,4,4,1,3,1,1,1,3,3,1,4,2,1,2,1,6,1,1,0,1157.2522
2,2,4,1,4,3,3,3,3,3,1,1,1,1,3,2,1,1,1,2,4,3,0,8854.7625
